gauge_id,hypoxia_frequency,UPLAND_SKM,ORD_STRA,ele_mt_cav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,urb_pc_use,ppd_pk_uav,hdi_ix_cav,DO_P25,WT_p75,Q_p25,daylength_median,daylength_p75,solar_p75
402111282216010_,0.340483487,36.9,2,96,106,102,1744,0,97,0,0,51.457,892,9.3,20,103.210434,12.31638889,14.01833333,17.34
403011283322030_,0.226628895,10.7,1,27,10,138,1424,0,0,4,44,560.835,896,11.1,8.7,13.84288025,10.20416667,11.04055556,13.2
403021283322090_,0.800156128,2496.5,5,34,77,113,1528,0,52,33,9,158.276,896,8.4,20.7,25.45155811,12.17777778,13.83256944,18.5625
403031283301050_,1.9524618,9.4,1,20,0,145,1293,0,0,5,100,1266.953,894,7.7,19.9,1.111174822,11.96277778,13.68201389,17.0925
403031283301060_,1.549295775,8931.3,6,15,112,108,1504,0,56,15,28,387.405,888,7.7,21.3,95.2112484,12.21277778,13.821875,17.37
403031283301222_,0.917431193,1265.5,4,17,128,116,1580,0,56,19,26,454.05,900,6.6,25.6,0.867562443,12.78097222,14.05298611,17.4675
403031283302041_,0.166251039,12338.6,6,6,100,111,1524,0,48,17,33,443.109,896,10.8,9.6,104.1728134,10.23472222,11.06638889,13.02
403031283302051_,48.51390221,12523.2,6,7,98,111,1521,0,47,17,34,477.12,896,11,9.7,104.2168655,10.15194444,10.94097222,12.395
403031283302091_,7.317073171,37.2,2,11,24,145,1471,0,14,50,20,376.008,893,11,9.125,0.35631822,10.68277778,11.92513889,14.1575
403031283302231_,1.248699272,73.1,2,14,9,148,1364,0,0,2,100,4066.334,893,11.6,12.1,1.065992832,10.45972222,11.49722222,13.7
403031283303010_,2.773988176,262.8,3,11,53,135,1344,6,35,23,21,441.484,896,11.2,11.9,1.595512092,10.34888889,11.47548611,14.1325
403031283303071_,0.612423447,84.4,2,2,8,141,1348,23,4,45,31,396.068,896,10.9,10.7,8.163015604,10.24611111,11.32631944,13.42
403031283303091_,2.754491018,21.4,1,0,0,144,1421,57,0,41,36,241.964,896,10.8,9.8,16.40445709,10.34694444,11.305,12.69
403031283303100_,0.871776244,1459.4,4,3,27,138,1349,11,17,35,36,477.513,896,7.8,23.6,16.46840477,12.11833333,13.83916667,18.38
403031283303160_,1.670258621,12.3,1,36,13,140,1431,0,37,85,0,249.807,896,11,13.4,3.867899776,10.64805556,12.015,15.54
403031283303181_,1.117734724,321.7,3,4,12,140,1400,0,6,57,22,280.245,896,11.1,11.6,4.42092824,10.63277778,12.01875,15.985
403031283303191_,0.462962963,5,1,29,22,144,1478,0,0,36,72,718.487,896,10.8,10.5,4.561619759,10.42638889,11.54611111,13.3375
403031283305030_,0.154083205,9.4,1,11,8,149,1371,0,0,0,100,4267.397,888,7.4,23.8,0.733126283,13.05041667,14.19381944,19.975
403031283305120_,0.88619403,462.7,3,3,2,148,1354,0,0,6,99,2800.095,912,5.4,22.3,5.905864716,11.87194444,13.625,18.205
403031283305140_,4.308897594,634.5,3,4,2,148,1365,0,0,4,99,4039.995,936,4.2,23.8,7.472467184,12.14638889,13.8175,18.545
403031283305470_,98.58156028,79,2,10,8,150,1385,0,0,0,100,6724.524,934,2,26.6,2.312812805,13.80194444,14.45493056,20.3475
403031283306041_,2.564102564,727,3,69,162,101,1720,0,74,19,12,347.685,900,7.9,21.4,6.484699607,12.30805556,13.865625,18.765
403031283307130_,0.191204589,602.6,4,25,18,135,1386,0,18,49,41,410.78,896,7.4,22.1,4.606760383,12.23652778,13.87986111,17.5375
403031283323030_,2.42669363,1356.7,4,64,114,117,1236,0,68,9,23,400.77,901,6.6,20.6,7.031222105,12.64194444,14.01645833,18.25
403041283309010_,11.60817586,2533,5,11,99,128,1414,0,49,7,49,1797.594,901,5.6,22.7,23.01680946,12.15611111,13.86694444,18.67
403051283310040_,2.654867257,715.4,4,112,202,103,1589,0,88,6,13,483.176,936,6.7,20.8,8.476384163,12.46777778,13.97472222,19.06
403051283310050_,17.89606035,761.6,4,82,191,106,1583,0,83,5,19,756.658,936,7.2,21.1,9.159784079,12.12569444,13.80861111,18.625
403051283310100_,22.22222222,1206,4,23,135,120,1549,0,59,5,44,3094.326,926,4.6,25.8,14.93949509,14.48194444,14.53861111,23.43
403051283310180_,2.642007926,156.3,3,101,81,136,1511,0,50,9,65,3435.776,936,6.7,21.1,1.454030067,12.12083333,13.84340278,18.32
403061283310030_,71.64493058,253.8,3,6,23,151,1494,0,3,0,100,8263.519,903,2.4,24.025,3.200655699,12.23472222,13.81305556,18.64
403071283310010_,3.266033254,1657.4,4,10,143,112,1677,0,73,10,22,893.122,903,6.7,23,21.16367435,12.18805556,13.89986111,18.5425
403081283324004_,3.897338403,2179.5,5,322,146,95,1579,0,74,10,18,277.899,902,7.3,21,21.02941942,12.12069444,13.72583333,17.93
403081283324009_,10.08814887,955.3,4,267,142,99,1571,0,74,7,24,413.161,902,7.4,20.6,7.779923439,12.28305556,13.83666667,17.97
404021284402300_,1.546391753,7473.6,6,2,154,91,1709,1,76,11,4,67.795,899,9,17.9,207.3520775,12.14916667,13.88770833,17.09
404021284415300_,2.408894379,958,4,181,154,86,1636,0,92,4,3,66.956,895,8.3,18.7,17.47698784,12.15805556,13.89951389,17.3875
404031284401300_,3.292268479,1216.2,4,-1,76,120,2001,0,53,16,31,473.009,899,7.9,20.8,44.31828117,12.32152778,14.02638889,17.5825
404031284403300_,4.085854668,10291.5,6,19,150,88,1613,0,69,14,12,177.923,899,9.3,19.6,247.6644058,12.3425,14.00222222,18.03
404031284416160_,6.30733945,624.2,4,627,150,88,1445,0,68,7,24,222.336,907,10.1,18,6.350890517,12.68847222,14.06270833,17.8125
404031284416300_,4.500865551,2546.4,5,372,126,82,1417,0,75,13,14,178.099,907,9.5,19.9,21.79824877,12.28902778,13.91694444,17.895
404031284416310_,0.803782506,624.2,4,627,150,88,1445,0,68,7,24,222.336,907,10.2,16.9,5.583678007,12.03111111,13.76111111,16.575
404071284408030_,0.381315539,382.9,4,133,201,68,1902,0,56,39,8,273.762,909,8.8,18.6,10.30237389,12.2325,13.83805556,17.32
404081284408040_,1.208915754,2756.4,5,4,169,89,1952,0,85,10,9,116.565,909,8.5,18.3,79.18717575,12.21388889,13.90444444,17.24
404101284408300_,0.578703704,600.1,4,8,77,128,2371,0,54,23,34,288.432,909,10.7,7.4,47.53366947,10.05666667,10.65256944,7.925
404121284412020_,0.280898876,204.8,3,19,132,122,2436,0,94,3,4,291.843,907,8.5,18.4,5.386778712,12.25875,13.86972222,17.565
405011285508040_,1.885924563,848.6,4,18,94,134,2065,0,72,7,25,512.277,910,8.2,20.7,13.39978456,12.10708333,13.66291667,17.67
405061285512050_,0.118483412,8.1,1,15,4,158,1801,0,0,9,100,1163.302,916,10.8,10.4,10.44587564,10.33777778,11.16034722,14.2175
405071285512021_,0.799793602,1367.5,4,46,110,125,2084,0,90,2,9,322.407,916,8.6,21.6,23.55601788,12.28833333,13.75791667,19.47
405071285512040_,0.136425648,1835.2,4,9,100,131,2006,0,82,2,18,494.945,916,10.8,10.5,24.65932989,10.34402778,11.06923611,14.01
405081285505021_,0.053191489,13.5,1,474,91,128,2120,0,100,2,3,267.841,897,8.3,20.2,1.38264513,12.30166667,13.77305556,19.48
405081285505031_,0.283213182,5.3,1,511,70,126,2140,0,73,6,55,210.155,897,8.5,18.5,1.429823816,12.32402778,13.80444444,19.45
405081285505035_,0.676956404,49,2,534,70,124,2131,0,74,15,10,111.044,897,8.2,19.7,1.410853863,12.35666667,13.78166667,19.59
405081285511070_,0.440044004,887.1,4,5,51,145,1891,0,42,5,58,1892.979,916,7.3,24.8,11.08316326,12.50805556,13.88944444,19.64
405091285502090_,0.129310345,1944.5,4,6,142,123,2211,0,79,1,19,369.461,897,8.4,22.1,38.41383553,12.18777778,13.766875,18.22
405091285502120_,0.173583715,1989.7,4,4,139,124,2203,0,77,1,21,385.408,897,8,21.5,46.68394089,12.17027778,13.77583333,18.695
405091285502200_,1.664984864,1649.1,5,1,175,120,2127,0,79,2,17,227.159,897,6.4,22.7,40.45900822,12.31958333,13.85270833,18.58
405091285502850_,0.015757958,5.3,1,8,2,155,1916,0,0,0,100,2118.81,897,8.7,20.4,96.56801605,12.24666667,13.79888889,18.72
405091285515010_,0.042955326,7115.6,5,1,153,106,2037,0,83,4,13,248.765,910,8.4,21.7,91.44568825,12.1675,13.78527778,18.2125
405091285515070_,0.18735363,1756.6,5,26,170,122,2110,0,77,3,18,236.999,897,7.7,21.5,42.03432465,12.3325,13.83444444,18.4
405091285515090_,0.613496933,108.6,2,30,61,141,1779,0,33,1,61,841.94,903,10.7,10.1,119.9995575,10.96,11.68055556,13.08
405091285515110_,0.155884645,1989.7,4,4,139,124,2203,0,77,1,21,385.408,897,7.8,21.7,42.33867455,12.16152778,13.77381944,18.255
405091285515170_,0.595238095,266.5,3,28,85,137,1825,0,49,4,40,402.465,903,10.5,9.125,180.4957809,11.23888889,11.71416667,14.09
405111285514021_,0.29399412,560.4,4,2,107,138,2044,0,76,5,14,368.935,903,8.4,23.2,10.24973679,12.24944444,13.71833333,19.54
405131285514021_,0.511727079,777.3,4,29,181,138,2541,0,97,2,3,87.283,903,8.4,21.7,18.12750626,12.24833333,13.74055556,19.51
406021286614020_,0.696150696,10.1,1,291,85,143,1974,0,28,14,42,137.303,887,8.3,21.3,14.41721916,12.30166667,13.83527778,19.61
406021286614090_,1.46809712,1616.3,4,52,154,133,2131,0,79,5,12,156.664,886,10.8,12.4,33.04637718,10.66777778,11.84125,13.795
406021286614111_,2.621305075,1721.5,4,65,148,134,2099,0,76,5,15,248.278,901,8,23.3,39.47349167,12.32875,13.75618056,19.58
406031286607040_,1.198083067,714.7,5,141,58,147,1741,0,21,6,65,1400.239,888,6.8,25.2,10.68836975,12.16194444,13.74777778,18.95
406031286607060_,0.427161585,969.5,5,71,69,145,1757,0,26,6,60,1457.145,909,7.6,24.4,14.47365212,12.19583333,13.735,19.06
406031286607070_,10.95890411,1086,5,13,62,146,1740,0,23,6,64,1978.324,909,10.6,13,13.9047823,10.49333333,10.97069444,14.985
406041286603170_,0.190165716,117,3,153,132,126,1882,2,75,3,17,245.631,913,7.9,23.2,2.000447989,12.09694444,13.72416667,18.26
406041286603270_,0.174241324,3388.8,5,83,90,132,1888,5,49,8,22,304.825,913,8.2,24.2,80.73058319,12.26402778,13.80472222,18.1775
406041286603390_,0.663227708,42.9,2,82,42,143,1735,11,15,5,41,816.838,913,10.8,9.9,1.167447805,10.72972222,11.91388889,12.16
406041286603430_,0.047460845,12.7,1,193,81,142,1705,21,31,12,84,899.256,912,8,24.9,100.8979797,12.37277778,13.83979167,18.8275
406041286603450_,11.75059952,3584.8,5,86,88,133,1879,6,47,8,24,364.497,913,5.6,24.8,98.35810089,11.26138889,12.55944444,16.33
406041286603500_,3.884462151,438,4,84,168,118,2111,3,80,2,14,216.649,913,7.6,20.7,4.39868629,11.55055556,13.326875,17.55
406041286603520_,15.78947368,395.8,4,93,76,134,1737,1,44,8,34,364.119,913,7.3,12.4,5.042747974,12.61444444,12.77763889,18.505
406041286606050_,0.712052796,7076.1,6,14,92,134,1834,3,55,7,24,582.436,904,7.8,25,136.990921,12.29972222,13.78722222,19.33
406041286606060_,1.380670611,7244,6,11,91,135,1828,3,54,7,25,664.672,909,7.6,24.7,166.8925934,12.35055556,13.81569444,19.41
406041286606190_,4.440649018,7076.1,6,14,92,134,1834,3,55,7,24,582.436,904,10.7,10.3,25.36375141,10.22694444,11.11486111,11.8
406041286606240_,0.352795908,1168.6,4,18,122,136,1771,0,72,4,24,1215.16,904,7.7,23.5,14.80016613,12.28861111,13.77652778,19.305
406041286608010_,0.286450874,267.4,4,131,118,140,1628,0,61,7,23,837.212,904,8.7,22.4,2.06166029,12.26027778,13.77944444,19.2
406041286608040_,2.395382395,367.9,4,10,107,142,1614,0,54,6,32,1545.234,908,7.7,22.3,2.656551242,12.25041667,13.78048611,19.14
406041286618020_,0.09199632,4034.4,5,245,87,133,1860,6,48,8,24,400.197,904,10.8,11,126.2093124,11.34972222,12.66576389,17.325
406041286618030_,1.076604555,4076.5,5,211,88,133,1858,6,48,8,24,399.852,904,7.9,24.2,107.2194595,12.25083333,13.81319444,19.935
406051286611030_,2.770083102,937.6,4,107,140,136,1652,0,64,8,14,156.37,899,7.3,20.6,12.65677834,12.22555556,13.74583333,19.88
406051286611060_,3.966303966,1686.2,4,44,106,140,1570,0,50,10,24,430.443,899,7.3,23.9,20.54637432,12.075,13.61513889,19.6025
406061286611050_,1.816051552,803.4,4,14,162,125,1677,0,80,3,16,248.831,899,7.6,21.9,14.23316431,12.38972222,13.78368056,20.3125
406071286601060_,2.44648318,1285.1,5,27,134,127,2361,0,75,7,19,279.411,910,7.5,22.2,34.92830086,12.18277778,13.78819444,18.2375
406091286605020_,1.277235162,857.8,4,87,156,129,1849,0,97,2,4,84.015,904,7.9,21.8,13.75676012,12.99527778,14.11597222,19.99
406091286605050_,1.283300845,1609.2,4,84,142,134,1802,0,90,4,5,105.26,904,8.2,22.6,27.69475937,12.25861111,13.83013889,18.1875
406101286610020_,4.087498004,1194.4,4,11,157,127,1881,0,84,6,6,90.519,899,7.9,22.7,22.68161964,12.29527778,13.80666667,18.2
407041287705100_,2.097902098,1320.7,4,9,92,130,1856,7,73,8,11,151.201,894,11.2,8.9,49.25250053,10.68111111,11.56486111,11.8
407051287711030_,0.078064012,2007.5,5,208,107,121,1710,0,90,4,3,53.522,906,9.5,20.8,19.7707119,12.15305556,13.70972222,18.9
407091287712070_,0.866738895,1214,4,134,149,113,1925,0,97,1,6,436.248,906,8.3,20.9,16.27460861,12.36,13.82666667,19.185
408011288805002_,59.75609756,475.1,3,20,130,138,1713,0,69,6,26,660.559,893,1,26.7,5.244037747,13.05111111,13.69729167,20.6925
4085108,4.347826087,154.7,2,211,11,68,754,38,11,43,11,134.728,945,5.675,18.175,0.101715984,12.00569444,14.38090278,19.7425
4087119,0.051813472,26.2,1,232,8,83,823,37,0,0,100,2234.678,945,8.241666667,18.08333333,0.056185211,12.22902778,14.37951389,20.955
40871488,1.024590164,40.7,1,208,10,83,820,19,4,1,100,2422.411,945,7.933333333,15.36666667,0.701112032,12.20305556,14.113125,16.6375
4087170,0.062715585,40.7,1,208,10,83,820,19,4,1,100,2422.411,945,7.325,18.825,9.181293964,12.26597222,14.34555556,19.925
409003,7.85046729,1546.7,4,95,2,161,443,24,12,12,0,4.462,954,10.439,12.325,0.208047532,10.00694444,10.58166667,12.135
409005,4.798870854,57159.4,6,81,68,130,885,2,48,7,0,7.333,954,10.575,13.563,109.5430164,10.09916667,10.71104167,12.8175
409013,27.04081633,6027,5,66,0,162,394,41,2,21,0,0.349,954,3.1,17.663,0.652348951,10.23763889,11.16840278,14.3475
409014,11.84210526,23348.9,5,70,5,161,479,4,2,14,0,1.061,954,10.474,12.975,3.966181636,10.22027778,10.97722222,13.715
409025,23.10469314,26129.1,6,130,101,120,1041,0,70,2,0,6.747,953,10.13575,13.131,124.2050571,10.30277778,11.18048611,13.9625
409036,8.431836091,317.5,2,69,1,164,365,1,0,29,0,0.393,954,10.563,12.4,0.047848332,10.14486111,10.64902778,12.29
409044,13.41991342,192.8,1,75,1,162,385,63,3,12,0,1.39,954,10.414,11.9,0.007206452,10.10166667,10.75347222,12.9525
409047,11.15288221,280.3,3,98,4,159,426,74,48,5,0,2.675,954,10.344,12.5,0.156748381,10.03569444,10.53979167,12.3275
409048,8.442211055,183.5,1,75,0,164,387,100,0,19,0,0.193,954,10.38,11.7,0.016702788,10.17333333,10.82388889,13.08
409061289901500_,0.650084794,1972.9,5,11,107,132,2256,0,77,7,13,193.077,893,8.3,23,29.21009159,12.21777778,13.67944444,19.1875
409062,18.52331606,3254.1,4,72,0,160,407,28,4,18,0,0.329,954,10.21,12.863,0.228562236,10.37027778,11.15131944,15.0675
409086,11.1542192,1048.3,4,69,0,164,381,73,1,21,0,0.331,954,10.365,12.863,0.044501878,10.1975,10.84791667,13.505
410040,3.318077803,39345.8,6,78,49,135,756,1,28,12,1,14.082,954,10.527,12.6,38.52380753,10.39972222,11.20555556,15.56
410130,13.63211951,120042.5,7,64,27,152,611,3,15,21,0,5.71,954,10.234,14.04425,63.05638218,10.25666667,11.05680556,14.81
412005,22.35294118,54876.3,6,93,22,157,605,0,11,26,0,1.694,954,3.5525,19.26925,6.832211971,14.39472222,14.39472222,23.85
412011,40.33333333,44011.2,6,162,26,153,644,0,10,28,0,2.03,954,2.623,24.416,6.08e-4,14.34611111,14.34805556,31.89
4121660,0.252383623,4658.4,4,273,11,63,798,27,73,16,1,24.799,944,8.2,19.425,24.54559898,12.05055556,14.32361111,19.86
4121680,16.63669065,4943.4,4,270,12,64,802,28,74,15,1,24.534,944,5.8,18.23333333,26.87946892,12.11388889,14.28305556,19.6525
4121970,0.318742031,5969.7,5,257,11,66,811,29,69,18,0,25.647,944,7.8,19.6,32.00181246,12.42986111,14.361875,20.4875
4137030,0.557880056,4652.9,5,216,14,58,761,23,88,2,0,12.041,944,8.275,20.9,20.26750755,12.17638889,14.40027778,19.35
4157005,0.134952767,14895,6,184,7,78,770,15,26,38,5,75.053,944,7.66,21.62,42.73151684,12.19138889,14.35034722,19.7975
4165500,0.089525515,1881,5,182,7,89,789,9,13,20,52,660.563,944,7.2,20.2,3.703261495,12.21805556,14.26208333,19.975
4166500,0.668557536,928.8,3,191,10,89,789,20,18,1,77,767.636,944,6.7,19.525,0.344144166,12.405,14.39833333,20.42
4168400,1.236917222,294.2,3,196,6,93,795,0,6,5,70,872.048,944,6.775,20.66666667,0.136866797,13.89708333,14.88131944,22.6575
4183038,5.167464115,26.3,1,237,4,95,878,0,0,81,0,29.41,921,6.85,20.075,0.001635843,11.74527778,14.01305556,19.46
4183500,0.101214575,5596.1,5,224,6,94,898,1,2,71,6,82.055,925,7.475,23.725,16.89286423,12.72027778,14.3625,20.65
4188496,10.12789492,122,1,262,5,98,896,0,3,66,3,52.887,925,5.375,21.4,0.03040994,12.13583333,14.03722222,20.26
42071,22.48777838,9889.1,6,1306,44,59,599,11,67,4,0,5.611,928,4.1,18.55,24.74996185,9.784166667,15.10361111,25.23
425003,66.53061224,391770.4,8,108,15,185,588,0,18,11,0,1.497,954,1.2805,28.688,17.61429405,14.06388889,14.0825,33.58
425007,3.937007874,493895.3,8,47,13,187,553,3,17,10,0,1.205,954,10.865,13.3,74.94531631,10.35416667,10.86944444,14.6
45301,6.669069935,4.4,1,68,20,113,996,0,3,14,100,1884.314,928,5.15,19,0.066769771,12.405,14.6125,20.255
45303,0.467562829,124.7,3,55,31,109,1093,0,51,16,58,1075.09,928,6.9,17.85,3.605929673,8.731944444,8.739305556,3.52
50048565,0.48392672,7.9,1,31,17,255,1810,0,0,4,100,2397.282,832,6.725,27.975,0.195116475,12.09888889,12.85611111,22.19
50048580,63.62076362,7.9,1,31,17,255,1810,0,0,4,100,2397.282,832,1.85,28.775,0.158434376,12.20305556,12.9025,22.49
5051522,0.264550265,11033.9,5,277,6,52,589,29,28,64,0,10.422,930,7.7,22.725,9.324873447,9.255833333,10.60611111,7.38
5054000,0.035211268,17403.3,5,275,5,53,560,31,23,72,1,12.771,941,7.55,21.25,12.83171749,12.19347222,14.68104167,20.4725
5057000,1.699716714,7033.9,4,423,8,42,447,38,0,64,0,1.094,929,7.225,20.2,0.51663211,12.23930556,14.75027778,20.71
5062130,0.067069081,16.5,1,267,0,50,535,0,0,94,0,1.499,951,7.2,22.5,17.68993568,9.398472222,10.54333333,6.5725
5114000,7.270916335,21956.1,5,533,4,30,398,38,1,70,0,2.159,916,6.5,21.925,3.68403399,13.66347222,15.698125,23.55
5117500,4.30292599,25977.4,5,510,4,31,401,38,1,71,0,2.107,929,7.15,22,5.907310963,14.24861111,15.65055556,24.36
5124000,29.1964996,42407.1,6,443,5,33,410,38,4,70,0,3.291,903,2.225,20.45,11.66330671,14.08833333,15.71194444,24.38
5406457,0.036166365,24.6,1,316,46,75,820,0,74,32,0,46.658,945,8.45,14,0.009096547,12.27180556,14.34243056,20.655
5406479,0.484730974,63.9,2,289,41,75,818,0,45,34,0,91.882,945,8.8,14.125,0.027417315,12.26652778,14.34819444,20.85
5435943,0.423085268,51.6,2,302,20,75,823,0,6,40,60,817.366,945,7.75,16.56666667,0.065520154,12.24680556,14.36375,20.61
5435950,0.093388121,222.7,3,291,24,75,828,0,20,40,18,244.768,945,8.675,16.6,0.476019807,12.38513889,14.42736111,20.97
5515500,0.325556158,1312.1,3,206,6,97,993,37,20,56,4,75.664,921,7.725,19.225,8.570406675,12.26680556,14.210625,20.13
5524500,0.066225166,1456.8,4,200,2,97,961,0,20,76,1,13.267,921,7.075,21.45,4.775023222,12.43361111,14.28388889,21.11
5537980,0.815660685,2199.7,4,191,7,90,905,0,22,13,70,963.678,950,7.3,22.875,0.462575316,12.04055556,14.13444444,19.9
5549500,6.075949367,3257.8,5,232,12,82,869,0,28,36,16,198.956,950,7.55,25.3,15.74018574,13.5775,14.66972222,22.49
5558300,0.410466906,33618,6,154,5,94,931,6,14,64,13,173.07,950,7.475,25,95.40273666,13.47222222,14.73652778,23.35
5586300,0.13986014,67843.7,7,146,6,101,937,4,11,69,8,103.459,950,6.55,24.5,225.86026,12.17972222,14.05194444,21.3
5599490,11.52508693,5595.8,5,123,8,128,1087,14,10,56,2,38.405,950,4.725,24.85,7.708634734,11.74875,13.60944444,20.53
613,100,20193.4,6,370,55,73,921,0,41,25,7,156.617,955,9.375,16.8,208.1481628,12.175,14.79722222,17.63
616,100,37598.1,6,327,49,74,841,0,45,29,6,135.003,917,8.2,19.025,297.0695801,12.565,14.81166667,18.18
6711565,0.187905706,8804.2,5,1626,86,28,468,6,75,4,5,68.449,951,7.575,18.05,3.857283235,12.07166667,13.94152778,21.86
6800500,0.238663484,17914.9,5,354,11,90,652,8,1,69,0,7.154,939,7.55,25.25,23.44241333,13.9,14.80166667,24.925
6801000,0.1017294,214624.5,7,326,28,75,467,6,14,27,1,19.897,939,8.225,24.20625,113.6149597,13.21138889,14.69944444,22.61
6805000,1.526955438,4194.9,4,331,14,103,763,0,3,78,5,73.034,939,6.95,24.95,5.327887774,13.9625,14.82277778,25.135
6805500,0.152299726,219089.8,7,330,28,75,473,6,14,28,1,20.91,939,7.7,25.625,187.436058,13.79611111,14.735,24.785
6818000,0.354400473,1059606,8,266,32,65,447,9,13,32,0,7.464,906,7,24.55,998.7641296,12.90833333,14.33430556,22.955
6856600,0.049652433,63413.6,6,372,11,101,513,2,1,57,0,2.025,934,7.4,24.975,15.68626785,12.22388889,13.87583333,21.33
6888990,0.098039216,146307,7,289,11,109,597,2,2,62,0,4.305,934,7.8,24.975,108.2623978,11.96972222,13.90611111,21.05
6892518,0.253439537,154796.8,7,265,11,109,615,1,2,61,0,7.391,934,7.8,25.5,64.19920349,12.14472222,13.88722222,21.62
6893620,0.678496868,24.7,1,284,22,125,971,0,0,8,99,1103.324,906,6.6,21.05,0.234844223,12.34305556,14.07395833,22.2575
6893820,0.132525559,257.4,2,274,18,123,973,0,8,26,46,490.342,906,7.2,23.025,0.08945854,12.15583333,13.98972222,21.63
6934500,0.143354495,1322641,8,182,28,74,512,7,13,37,1,9.258,906,6.7,25.4,1729.427765,12.79666667,14.24694444,22.82
7048600,0.279552716,1048.2,4,397,74,138,1191,0,85,16,3,40.811,797,7.2,25.7,3.05144453,12.01694444,13.68645833,21.705
7049691,2.404671934,3103,4,367,59,138,1169,0,72,23,1,30.054,797,6.825,10.2,9.156259537,12.39527778,14.20868056,23.0575
7054501,1.400560224,15612,6,207,48,135,1123,0,63,24,2,37.15,797,6.7,14.1,43.41132545,12.32847222,14.17840278,22.58
7054527,0.213284583,15612,6,207,48,135,1123,0,63,24,2,37.15,797,7.125,14.675,43.42211723,12.40013889,14.22111111,22.6825
7061270,0.070323488,67.3,1,380,64,126,1112,0,100,2,0,2.861,906,8.65,21.26666667,0.010747439,12.30444444,13.9625,21.73
7061290,2.254955446,247.2,3,269,69,127,1116,0,100,2,0,2.293,906,6.65,23.85,0.031695008,12.1825,13.92215278,21.5375
7075270,0.549813064,186.6,2,325,78,143,1256,0,100,7,0,1.147,797,7.375,22.4,0.027629888,12.06527778,13.63215278,21.4975
7076000,0.098838646,2982.9,4,170,63,144,1265,0,91,12,0,10.623,797,7.025,11.2,7.787172318,12.37916667,14.04486111,22.98
7099400,12.20548474,11937.7,5,1504,105,38,438,8,76,4,0,8.389,951,7.1,16.6,7.969306111,12.22763889,14.06486111,24.0725
7109500,0.018162005,132.5,2,1428,12,112,318,0,2,12,0,2.554,951,7.5,18.425,9.591369867,12.17680556,13.95791667,24.07
7143672,0.59602649,29.4,1,440,1,131,784,0,0,94,0,3.856,934,6.6,24,5.421205282,11.54833333,11.56847222,18.21
7144100,0.314136126,3282.6,4,419,3,128,774,4,9,85,1,19.552,934,7.15,24.1,0.472469188,11.49583333,12.37506944,19.05
7164500,0.378236834,187152.1,6,215,19,117,551,3,12,44,1,13.473,809,7.5,24.95,57.20121002,11.95083333,13.80861111,22.765
7177500,0.018221574,2358.7,4,195,21,149,963,0,18,9,0,13.076,809,7.75,22.85,1.668796211,12.15541667,13.81840278,22.72
7178200,0.045289855,2934.2,4,201,20,150,969,0,16,11,8,89.437,809,7.375,25.55,2.876961231,11.84777778,13.47111111,21.1
7198000,4.43599493,4214.4,4,195,30,146,1156,0,54,30,7,76.548,809,6.5,17.65,10.23406792,12.11166667,13.73277778,22.78
7239000,16.2827641,33536.8,5,506,8,134,490,10,1,46,0,2.992,809,5.85,18.95,1.707387924,11.16111111,13.32638889,20.88
7239450,0.753596712,34787.4,5,422,8,134,499,9,1,46,0,3.165,809,7.65,24.75,2.018323421,11.9875,13.74305556,23.9
7241000,5.410764873,35351.2,5,393,8,135,504,9,1,47,0,4.857,809,7.25,25,2.300226152,12.02263889,13.67520833,22.635
7241520,3.145400593,35872.3,5,359,8,135,509,9,1,46,1,14.014,809,7.7,23.7,3.636223316,11.705,13.63,22.22
7241550,5.1629651,36071.2,5,346,8,135,511,9,1,46,1,14.704,809,7.75,23.85,3.381364822,11.87305556,13.69277778,22.84
7263296,7.337095947,239,3,158,53,160,1325,0,99,6,0,3.802,797,5.625,25.125,0.342054725,12.18277778,13.78055556,22.325
72632966,1.656955572,239,3,158,53,160,1325,0,99,6,0,3.802,797,7.075,27.35,0.368031777,12.27527778,13.745,22.42
7288500,2.435530086,2265.8,5,34,1,168,1362,35,14,74,1,24.886,793,5.8,28.46666667,4.797846675,11.73958333,11.748125,18.6
7332622,1.301853486,967.7,3,165,8,170,1093,0,19,48,1,22.969,908,6.725,26.15,1.113562137,12.19319444,13.75611111,23.1625
8048000,9.93006993,1343,4,196,15,180,832,0,6,24,12,185.08,908,7,28.075,5.47097826,12.24416667,13.70361111,23.84
8049500,0.12996658,7934.7,5,149,14,179,823,0,10,23,16,201.073,908,7.225,28.225,4.237555265,12.12791667,13.57611111,23.48
8052700,7.20543145,194.3,2,182,7,176,986,0,1,45,0,29.168,908,6.125,25.275,0.13960389,12.11402778,13.66145833,23.275
8052745,1.295510386,112.7,2,172,6,178,980,9,0,41,6,105.06,908,7.025,26.125,0.075454487,12.31513889,13.78104167,23.7275
8057000,0.43554007,15804.5,6,138,12,179,870,0,8,27,19,234.667,908,7.3,27.175,19.35059786,11.78513889,13.38305556,22.1025
8057410,1.068832835,16230.1,6,128,12,179,872,0,8,26,21,273.371,908,6.75,27.9,21.05600548,12.36861111,13.68361111,23.41
8065350,0.317965024,36031.8,6,60,10,182,933,1,11,30,14,182.571,908,6.8,28.5,45.11290646,12.20416667,13.52756944,23.34
